tour,year,season,event_name,event_id,player_name,dg_id,fin_text,round_num,course_name,course_num,course_par,start_hole,teetime,round_score,sg_putt,sg_arg,sg_app,sg_ott,sg_t2g,sg_total,driving_dist,driving_acc,gir,scrambling,prox_rgh,prox_fw,great_shots,poor_shots
pga,2021,2021,The Masters,536,"Matsuyama, Hideki",13562,1,1,Augusta National Golf Club,14,72,1,9:48am,69,2.315,1.793,0.985,0.43,3.207,5.523,283.8,0.714,0.722,1.0,44.273,38.172,7.0,3.0
pga,2021,2021,The Masters,536,"Matsuyama, Hideki",13562,1,2,Augusta National Golf Club,14,72,1,1:00pm,71,-1.732,1.479,0.291,1.292,3.062,1.33,301.9,0.786,0.778,0.429,38.792,38.045,3.0,3.0
pga,2021,2021,The Masters,536,"Matsuyama, Hideki",13562,1,3,Augusta National Golf Club,14,72,1,1:30pm,65,1.796,1.318,5.635,-1.322,5.63,7.426,298.5,0.357,0.667,0.714,50.73,10.42,7.0,3.0
pga,2021,2021,The Masters,536,"Matsuyama, Hideki",13562,1,4,Augusta National Golf Club,14,72,1,2:40pm,73,-1.473,1.014,-0.911,1.0,1.103,-0.37,304.3,0.714,0.611,0.636,166.794,36.691,4.0,5.0
pga,2021,2021,The Masters,536,"Zalatoris, Will",19428,2,1,Augusta National Golf Club,14,72,1,8:48am,70,1.538,-0.108,1.994,1.099,2.985,4.523,302.0,0.643,0.778,0.571,35.775,38.183,6.0,2.0
pga,2021,2021,The Masters,536,"Zalatoris, Will",19428,2,2,Augusta National Golf Club,14,72,1,11:54am,68,3.375,0.022,-0.676,1.608,0.954,4.33,301.1,0.857,0.611,0.6,27.118,44.845,5.0,3.0
pga,2021,2021,The Masters,536,"Zalatoris, Will",19428,2,3,Augusta National Golf Club,14,72,1,2:20pm,71,0.294,-0.437,1.097,0.472,1.132,1.426,307.2,0.714,0.778,0.4,173.17,31.818,3.0,2.0
pga,2021,2021,The Masters,536,"Zalatoris, Will",19428,2,4,Augusta National Golf Club,14,72,1,2:20pm,70,-0.343,0.793,1.456,0.724,2.972,2.63,310.2,0.571,0.778,0.625,51.043,37.047,5.0,6.0
pga,2021,2021,The Masters,536,"Spieth, Jordan",14636,T3,1,Augusta National Golf Club,14,72,1,2:00pm,71,-1.174,2.859,1.184,0.653,4.697,3.523,303.2,0.786,0.889,0.6,80.089,32.139,4.0,4.0
pga,2021,2021,The Masters,536,"Spieth, Jordan",14636,T3,2,Augusta National Golf Club,14,72,1,10:54am,68,0.372,2.454,0.75,0.753,3.958,4.33,299.8,0.786,0.778,0.75,18.005,31.422,4.0,2.0
pga,2021,2021,The Masters,536,"Spieth, Jordan",14636,T3,3,Augusta National Golf Club,14,72,1,2:00pm,72,-2.487,1.088,0.253,1.572,2.913,0.426,307.1,0.786,0.778,0.375,51.135,38.744,3.0,6.0
pga,2021,2021,The Masters,536,"Spieth, Jordan",14636,T3,4,Augusta National Golf Club,14,72,1,2:10pm,70,-0.214,0.396,2.289,0.159,2.844,2.63,302.9,0.643,0.667,0.375,102.968,24.189,4.0,1.0
pga,2021,2021,The Masters,536,"Schauffele, Xander",19895,T3,1,Augusta National Golf Club,14,72,1,10:42am,72,-0.156,0.599,1.619,0.461,2.679,2.523,303.2,0.714,0.778,0.333,49.942,38.261,4.0,3.0
pga,2021,2021,The Masters,536,"Schauffele, Xander",19895,T3,2,Augusta National Golf Club,14,72,1,1:48pm,69,-0.919,1.29,1.686,1.272,4.248,3.33,314.0,0.857,0.833,0.75,,29.377,6.0,5.0
pga,2021,2021,The Masters,536,"Schauffele, Xander",19895,T3,3,Augusta National Golf Club,14,72,1,1:30pm,68,0.819,2.523,1.186,-0.102,3.607,4.426,309.8,0.571,0.611,0.875,62.608,27.826,4.0,6.0
pga,2021,2021,The Masters,536,"Schauffele, Xander",19895,T3,4,Augusta National Golf Club,14,72,1,2:40pm,72,-0.813,1.636,-1.888,1.695,1.442,0.63,324.7,0.786,0.611,0.583,65.039,28.463,7.0,7.0
pga,2021,2021,The Masters,536,"Leishman, Marc",7649,T5,1,Augusta National Golf Club,14,72,1,12:12pm,72,0.496,2.468,0.516,-0.958,2.027,2.523,287.4,0.429,0.611,0.375,88.691,31.503,5.0,3.0
pga,2021,2021,The Masters,536,"Leishman, Marc",7649,T5,2,Augusta National Golf Club,14,72,1,9:00am,67,0.982,0.406,3.214,0.727,4.347,5.33,300.0,0.714,0.722,0.857,37.328,24.221,3.0,0.0
pga,2021,2021,The Masters,536,"Leishman, Marc",7649,T5,3,Augusta National Golf Club,14,72,1,2:10pm,70,0.505,0.165,1.677,0.078,1.921,2.426,306.9,0.5,0.722,0.714,29.028,38.201,0.0,0.0
pga,2021,2021,The Masters,536,"Leishman, Marc",7649,T5,4,Augusta National Golf Club,14,72,1,2:30pm,73,-0.242,1.075,0.456,-1.66,-0.128,-0.37,287.9,0.429,0.5,0.625,37.584,31.817,1.0,5.0
pga,2021,2021,The Masters,536,"Rahm, Jon",19195,T5,1,Augusta National Golf Club,14,72,1,10:42am,72,-0.937,3.239,-1.682,1.903,3.46,2.523,305.7,0.786,0.611,0.778,54.907,47.245,6.0,4.0
pga,2021,2021,The Masters,536,"Rahm, Jon",19195,T5,2,Augusta National Golf Club,14,72,1,1:48pm,72,-0.632,1.179,-1.615,1.398,0.962,0.33,310.2,0.714,0.611,0.714,39.233,30.948,1.0,4.0
pga,2021,2021,The Masters,536,"Rahm, Jon",19195,T5,3,Augusta National Golf Club,14,72,1,11:40am,72,0.269,-1.449,-0.646,2.252,0.157,0.426,310.0,0.857,0.722,0.5,39.597,32.141,2.0,5.0
pga,2021,2021,The Masters,536,"Rahm, Jon",19195,T5,4,Augusta National Golf Club,14,72,1,12:30pm,66,1.638,0.568,3.155,1.269,4.992,6.63,314.8,0.643,0.833,1.0,75.743,20.929,6.0,2.0
pga,2021,2021,The Masters,536,"Rose, Justin",6093,7,1,Augusta National Golf Club,14,72,1,12:48pm,65,4.885,-0.254,4.007,0.886,4.638,9.523,291.5,0.786,0.722,0.714,62.174,43.89,8.0,3.0
pga,2021,2021,The Masters,536,"Rose, Justin",6093,7,2,Augusta National Golf Club,14,72,1,9:36am,72,1.05,0.142,-0.566,-0.295,-0.72,0.33,297.4,0.643,0.833,0.4,37.016,45.234,4.0,4.0
pga,2021,2021,The Masters,536,"Rose, Justin",6093,7,3,Augusta National Golf Club,14,72,1,2:20pm,72,2.593,0.274,-1.208,-1.232,-2.167,0.426,286.7,0.571,0.5,0.7,115.798,35.404,3.0,5.0
pga,2021,2021,The Masters,536,"Rose, Justin",6093,7,4,Augusta National Golf Club,14,72,1,2:30pm,74,-2.481,0.87,0.336,-0.096,1.111,-1.37,286.2,0.643,0.722,0.333,53.053,37.699,3.0,5.0
pga,2021,2021,The Masters,536,"Reed, Patrick",14838,T8,1,Augusta National Golf Club,14,72,1,10:54am,70,2.793,-0.345,0.311,1.763,1.729,4.523,300.5,0.857,0.667,0.545,31.115,33.881,5.0,3.0
pga,2021,2021,The Masters,536,"Reed, Patrick",14838,T8,2,Augusta National Golf Club,14,72,1,2:00pm,75,-1.11,-0.236,0.286,-1.61,-1.561,-2.67,292.9,0.643,0.556,0.5,60.491,35.732,0.0,5.0
pga,2021,2021,The Masters,536,"Reed, Patrick",14838,T8,3,Augusta National Golf Club,14,72,1,10:50am,70,2.084,-0.106,-0.203,0.651,0.342,2.426,296.5,0.714,0.5,0.636,169.169,32.748,6.0,4.0
pga,2021,2021,The Masters,536,"Reed, Patrick",14838,T8,4,Augusta National Golf Club,14,72,1,1:40pm,69,2.951,1.201,1.175,-1.699,0.678,3.63,289.3,0.429,0.389,0.8,89.507,28.362,3.0,2.0
pga,2021,2021,The Masters,536,"Conners, Corey",17576,T8,1,Augusta National Golf Club,14,72,1,9:12am,73,-0.088,-1.365,2.797,0.179,1.611,1.523,289.7,0.571,0.667,0.4,30.206,31.23,3.0,4.0
pga,2021,2021,The Masters,536,"Conners, Corey",17576,T8,2,Augusta National Golf Club,14,72,1,12:24pm,69,-0.056,0.347,1.444,1.595,3.385,3.33,296.7,1.0,0.722,0.571,,30.218,6.0,3.0
pga,2021,2021,The Masters,536,"Conners, Corey",17576,T8,3,Augusta National Golf Club,14,72,1,1:10pm,68,1.184,0.145,2.987,0.111,3.242,4.426,294.4,0.857,0.722,0.6,33.243,36.646,5.0,4.0
pga,2021,2021,The Masters,536,"Conners, Corey",17576,T8,4,Augusta National Golf Club,14,72,1,2:20pm,74,-1.776,-1.257,2.002,-0.339,0.406,-1.37,292.8,0.714,0.778,0.2,46.647,30.537,1.0,7.0
pga,2021,2021,The Masters,536,"Finau, Tony",11676,T10,1,Augusta National Golf Club,14,72,1,1:48pm,74,0.02,1.506,-0.281,-0.722,0.503,0.523,302.7,0.429,0.389,0.667,58.226,25.098,1.0,5.0
pga,2021,2021,The Masters,536,"Finau, Tony",11676,T10,2,Augusta National Golf Club,14,72,1,10:42am,66,0.39,2.573,1.873,1.493,5.94,6.33,309.0,0.714,0.556,0.636,56.984,25.886,6.0,2.0
pga,2021,2021,The Masters,536,"Finau, Tony",11676,T10,3,Augusta National Golf Club,14,72,1,1:50pm,73,-1.843,1.394,0.06,-0.185,1.269,-0.574,303.5,0.786,0.722,0.714,,33.567,0.0,4.0
pga,2021,2021,The Masters,536,"Finau, Tony",11676,T10,4,Augusta National Golf Club,14,72,1,2:00pm,72,0.696,0.905,1.999,-2.97,-0.066,0.63,305.7,0.286,0.389,0.667,51.55,33.461,6.0,6.0
pga,2021,2021,The Masters,536,"Smith, Cameron",15856,T10,1,Augusta National Golf Club,14,72,1,2:00pm,74,-1.913,1.492,-0.264,1.208,2.436,0.523,282.5,0.857,0.722,0.4,126.294,39.261,4.0,3.0
pga,2021,2021,The Masters,536,"Smith, Cameron",15856,T10,2,Augusta National Golf Club,14,72,1,10:54am,68,2.558,0.787,0.968,0.016,1.771,4.33,300.1,0.714,0.722,0.6,63.004,35.956,5.0,2.0
pga,2021,2021,The Masters,536,"Smith, Cameron",15856,T10,3,Augusta National Golf Club,14,72,1,1:20pm,73,-2.819,0.938,1.414,-0.107,2.245,-0.574,302.7,0.5,0.722,0.625,76.617,32.653,3.0,5.0
pga,2021,2021,The Masters,536,"Smith, Cameron",15856,T10,4,Augusta National Golf Club,14,72,1,1:00pm,70,1.488,0.429,0.49,0.222,1.141,2.63,302.1,0.643,0.667,0.818,44.675,45.32,3.0,2.0
pga,2021,2021,The Masters,536,"Cink, Stewart",5665,T12,1,Augusta National Golf Club,14,72,1,8:24am,74,1.169,0.817,0.001,-1.465,-0.646,0.523,306.3,0.5,0.611,0.571,32.539,38.796,3.0,6.0
pga,2021,2021,The Masters,536,"Cink, Stewart",5665,T12,2,Augusta National Golf Club,14,72,1,11:30am,69,1.309,0.96,1.967,-0.907,2.02,3.33,293.4,0.571,0.667,0.8,187.121,27.765,6.0,3.0
pga,2021,2021,The Masters,536,"Cink, Stewart",5665,T12,3,Augusta National Golf Club,14,72,1,12:40pm,72,0.412,-0.515,0.104,0.424,0.014,0.426,309.7,0.5,0.722,0.556,47.44,47.496,0.0,3.0
pga,2021,2021,The Masters,536,"Cink, Stewart",5665,T12,4,Augusta National Golf Club,14,72,1,1:30pm,71,0.302,-0.61,0.842,1.096,1.328,1.63,299.9,0.786,0.556,0.6,124.492,40.28,3.0,4.0
pga,2021,2021,The Masters,536,"Na, Kevin",7452,T12,1,Augusta National Golf Club,14,72,1,12:36pm,75,0.499,-0.288,-0.731,0.043,-0.976,-0.477,284.2,0.786,0.5,0.727,78.71,51.901,2.0,5.0
pga,2021,2021,The Masters,536,"Na, Kevin",7452,T12,2,Augusta National Golf Club,14,72,1,9:24am,70,-0.047,0.17,1.418,0.789,2.377,2.33,293.8,0.857,0.778,0.5,7.29,31.983,3.0,0.0
pga,2021,2021,The Masters,536,"Na, Kevin",7452,T12,3,Augusta National Golf Club,14,72,1,11:30am,70,2.739,0.545,-0.377,-0.482,-0.314,2.426,290.3,0.571,0.611,0.7,96.978,35.445,3.0,4.0
pga,2021,2021,The Masters,536,"Na, Kevin",7452,T12,4,Augusta National Golf Club,14,72,1,1:40pm,71,4.017,0.061,-2.629,0.181,-2.387,1.63,293.9,0.786,0.389,0.786,90.856,49.194,2.0,2.0
pga,2021,2021,The Masters,536,"Harman, Brian",8825,T12,1,Augusta National Golf Club,14,72,1,9:00am,69,3.007,0.922,0.59,1.004,2.515,5.523,290.5,0.786,0.722,0.833,103.611,41.644,6.0,3.0
pga,2021,2021,The Masters,536,"Harman, Brian",8825,T12,2,Augusta National Golf Club,14,72,1,12:12pm,69,2.159,-0.428,1.0,0.599,1.171,3.33,296.3,0.714,0.722,0.625,69.364,27.816,3.0,2.0
pga,2021,2021,The Masters,536,"Harman, Brian",8825,T12,3,Augusta National Golf Club,14,72,1,2:10pm,74,-0.151,-1.605,0.267,-0.086,-1.423,-1.574,297.8,0.571,0.611,0.462,65.228,33.456,2.0,4.0
pga,2021,2021,The Masters,536,"Harman, Brian",8825,T12,4,Augusta National Golf Club,14,72,1,2:10pm,74,-1.992,0.199,0.55,-0.128,0.621,-1.37,287.3,0.643,0.667,0.5,40.076,33.62,0.0,3.0
pga,2021,2021,The Masters,536,"Simpson, Webb",11049,T12,1,Augusta National Golf Club,14,72,1,10:18am,70,0.392,1.208,2.551,0.371,4.13,4.523,285.2,0.714,0.722,0.8,42.411,33.01,8.0,4.0
pga,2021,2021,The Masters,536,"Simpson, Webb",11049,T12,2,Augusta National Golf Club,14,72,1,1:24pm,76,-0.187,0.511,-0.766,-3.228,-3.483,-3.67,291.0,0.571,0.444,0.545,37.465,38.284,5.0,6.0
pga,2021,2021,The Masters,536,"Simpson, Webb",11049,T12,3,Augusta National Golf Club,14,72,1,10:20am,70,0.034,0.543,2.198,-0.349,2.392,2.426,282.5,0.786,0.778,0.75,36.917,33.132,4.0,3.0
pga,2021,2021,The Masters,536,"Simpson, Webb",11049,T12,4,Augusta National Golf Club,14,72,1,12:40pm,70,4.499,-1.775,-0.158,0.063,-1.869,2.63,290.1,0.714,0.556,0.692,136.696,34.126,3.0,2.0
pga,2021,2021,The Masters,536,"Kim, Si Woo",14609,T12,1,Augusta National Golf Club,14,72,1,9:12am,71,-0.372,-1.947,5.201,0.641,3.895,3.523,291.5,0.714,0.722,0.5,31.216,27.038,9.0,3.0
pga,2021,2021,The Masters,536,"Kim, Si Woo",14609,T12,2,Augusta National Golf Club,14,72,1,12:24pm,69,-0.922,0.148,3.012,1.092,4.252,3.33,295.0,0.929,0.722,0.625,,22.006,3.0,2.0
pga,2021,2021,The Masters,536,"Kim, Si Woo",14609,T12,3,Augusta National Golf Club,14,72,1,1:40pm,74,0.823,-0.061,1.049,-3.385,-2.397,-1.574,288.9,0.429,0.611,0.571,46.574,31.551,3.0,6.0
pga,2021,2021,The Masters,536,"Kim, Si Woo",14609,T12,4,Augusta National Golf Club,14,72,1,1:50pm,72,1.093,0.019,-0.702,0.22,-0.463,0.63,290.6,0.786,0.444,0.615,86.082,33.533,2.0,2.0
pga,2021,2021,The Masters,536,"MacIntyre, Robert",23323,T12,1,Augusta National Golf Club,14,72,1,11:42am,74,0.494,1.162,-1.779,0.646,0.029,0.523,299.4,0.714,0.611,0.6,33.428,53.875,3.0,3.0
pga,2021,2021,The Masters,536,"MacIntyre, Robert",23323,T12,2,Augusta National Golf Club,14,72,1,8:36am,70,1.784,0.045,0.222,0.278,0.546,2.33,297.9,0.571,0.611,0.5,84.655,42.191,7.0,3.0
pga,2021,2021,The Masters,536,"MacIntyre, Robert",23323,T12,3,Augusta National Golf Club,14,72,1,12:30pm,70,0.107,2.031,-0.054,0.342,2.319,2.426,300.1,0.714,0.611,0.778,91.536,35.257,3.0,4.0
pga,2021,2021,The Masters,536,"MacIntyre, Robert",23323,T12,4,Augusta National Golf Club,14,72,1,2:00pm,72,1.252,0.165,-0.78,-0.007,-0.622,0.63,295.3,0.714,0.667,0.5,82.073,49.088,4.0,6.0
pga,2021,2021,The Masters,536,"Hatton, Tyrrell",14796,T18,1,Augusta National Golf Club,14,72,1,1:00pm,71,-1.222,1.649,2.228,0.868,4.745,3.523,288.9,0.714,0.667,0.714,101.103,36.046,3.0,4.0
pga,2021,2021,The Masters,536,"Hatton, Tyrrell",14796,T18,2,Augusta National Golf Club,14,72,1,9:48am,74,-0.51,1.31,-1.208,-1.262,-1.16,-1.67,298.2,0.571,0.5,0.75,100.371,33.174,2.0,7.0
pga,2021,2021,The Masters,536,"Hatton, Tyrrell",14796,T18,3,Augusta National Golf Club,14,72,1,11:20am,74,0.27,-0.539,-1.507,0.202,-1.844,-1.574,290.9,0.643,0.444,0.455,54.198,41.531,3.0,4.0
pga,2021,2021,The Masters,536,"Hatton, Tyrrell",14796,T18,4,Augusta National Golf Club,14,72,1,10:50am,68,1.518,1.73,1.454,-0.073,3.112,4.63,296.8,0.714,0.667,0.778,35.474,41.8,4.0,3.0
pga,2021,2021,The Masters,536,"Scheffler, Scottie",18417,T18,1,Augusta National Golf Club,14,72,1,1:12pm,73,-0.659,-0.32,1.276,1.226,2.182,1.523,310.1,0.643,0.611,0.5,48.809,34.362,2.0,3.0
pga,2021,2021,The Masters,536,"Scheffler, Scottie",18417,T18,2,Augusta National Golf Club,14,72,1,10:06am,72,-1.091,0.42,1.0,0.0,1.42,0.33,303.8,0.714,0.833,0.6,34.794,34.223,3.0,5.0
pga,2021,2021,The Masters,536,"Scheffler, Scottie",18417,T18,3,Augusta National Golf Club,14,72,1,11:20am,71,-0.895,0.932,-0.226,1.615,2.321,1.426,307.0,0.714,0.667,0.7,71.728,40.576,4.0,4.0
pga,2021,2021,The Masters,536,"Scheffler, Scottie",18417,T18,4,Augusta National Golf Club,14,72,1,12:30pm,71,0.326,0.237,1.368,-0.301,1.303,1.63,306.6,0.571,0.611,0.571,68.852,28.636,5.0,2.0
pga,2021,2021,The Masters,536,"Morikawa, Collin",22085,T18,1,Augusta National Golf Club,14,72,1,2:00pm,73,0.083,-0.366,1.009,0.797,1.44,1.523,291.4,0.857,0.611,0.4,77.837,34.285,3.0,5.0
pga,2021,2021,The Masters,536,"Morikawa, Collin",22085,T18,2,Augusta National Golf Club,14,72,1,10:54am,69,2.749,0.486,-1.002,1.097,0.581,3.33,293.9,0.857,0.722,0.667,60.128,45.168,3.0,3.0
pga,2021,2021,The Masters,536,"Morikawa, Collin",22085,T18,3,Augusta National Golf Club,14,72,1,1:10pm,75,-3.489,-0.082,0.937,0.06,0.915,-2.574,295.6,0.714,0.667,0.333,21.968,35.94,5.0,8.0
pga,2021,2021,The Masters,536,"Morikawa, Collin",22085,T18,4,Augusta National Golf Club,14,72,1,11:40am,70,0.083,0.552,1.504,0.49,2.546,2.63,294.0,0.786,0.833,0.429,132.479,28.137,3.0,4.0
pga,2021,2021,The Masters,536,"Mickelson, Phil",1547,T21,1,Augusta National Golf Club,14,72,1,1:12pm,75,-2.155,0.61,1.359,-0.291,1.678,-0.477,289.4,0.643,0.611,0.667,33.969,31.281,2.0,8.0
pga,2021,2021,The Masters,536,"Mickelson, Phil",1547,T21,2,Augusta National Golf Club,14,72,1,10:06am,72,-0.142,-1.91,1.12,1.262,0.472,0.33,303.8,0.786,0.778,0.444,83.638,31.942,5.0,5.0
pga,2021,2021,The Masters,536,"Mickelson, Phil",1547,T21,3,Augusta National Golf Club,14,72,1,10:00am,69,1.105,2.504,-0.835,0.652,2.321,3.426,300.9,0.643,0.556,0.778,79.419,29.202,3.0,3.0
pga,2021,2021,The Masters,536,"Mickelson, Phil",1547,T21,4,Augusta National Golf Club,14,72,1,12:50pm,72,-2.206,1.557,1.184,0.095,2.836,0.63,295.7,0.643,0.722,0.5,99.585,29.192,2.0,1.0
pga,2021,2021,The Masters,536,"Lowry, Shane",13900,T21,1,Augusta National Golf Club,14,72,1,12:48pm,71,1.416,0.007,3.932,-1.832,2.107,3.523,295.8,0.643,0.667,0.571,17.622,26.41,7.0,5.0
pga,2021,2021,The Masters,536,"Lowry, Shane",13900,T21,2,Augusta National Golf Club,14,72,1,9:36am,73,-2.038,0.599,1.033,-0.265,1.367,-0.67,302.6,0.571,0.722,0.6,108.384,29.444,4.0,3.0
pga,2021,2021,The Masters,536,"Lowry, Shane",13900,T21,3,Augusta National Golf Club,14,72,1,12:20pm,72,0.078,-1.169,1.457,0.059,0.348,0.426,302.9,0.5,0.667,0.5,106.734,37.757,1.0,2.0
pga,2021,2021,The Masters,536,"Lowry, Shane",13900,T21,4,Augusta National Golf Club,14,72,1,12:20pm,72,0.968,-0.334,-0.476,0.472,-0.338,0.63,303.1,0.786,0.667,0.857,96.381,28.097,4.0,5.0
pga,2021,2021,The Masters,536,"Thomas, Justin",14139,T21,1,Augusta National Golf Club,14,72,1,1:48pm,73,-0.473,1.302,2.115,-1.421,1.996,1.523,299.1,0.5,0.667,0.5,57.133,37.807,6.0,7.0
pga,2021,2021,The Masters,536,"Thomas, Justin",14139,T21,2,Augusta National Golf Club,14,72,1,10:42am,67,1.201,1.606,1.793,0.729,4.128,5.33,309.1,0.571,0.889,1.0,33.114,33.775,5.0,2.0
pga,2021,2021,The Masters,536,"Thomas, Justin",14139,T21,3,Augusta National Golf Club,14,72,1,1:50pm,75,-2.349,1.04,-2.424,1.159,-0.225,-2.574,312.3,0.643,0.667,0.6,103.902,39.194,2.0,3.0
pga,2021,2021,The Masters,536,"Thomas, Justin",14139,T21,4,Augusta National Golf Club,14,72,1,1:00pm,73,0.594,0.945,-0.592,-1.317,-0.965,-0.37,310.2,0.5,0.444,0.667,102.467,26.685,3.0,4.0
pga,2021,2021,The Masters,536,"English, Harris",14577,T21,1,Augusta National Golf Club,14,72,1,9:48am,74,1.598,-0.365,0.241,-0.952,-1.076,0.523,287.9,0.714,0.556,0.556,87.754,43.927,1.0,3.0
pga,2021,2021,The Masters,536,"English, Harris",14577,T21,2,Augusta National Golf Club,14,72,1,1:00pm,71,1.991,0.967,-1.04,-0.589,-0.662,1.33,307.8,0.714,0.5,0.727,31.514,39.207,3.0,4.0
